Accounting,ACCT 2101 (801),Financial Accounting,3,TTh 15:50-17:20,"Sigaty, D.",40813,,1,,Class Info
Accounting,ACCT 2101 (802),Financial Accounting,3,MWF 11:30-12:30,"Hongo, A.",42529,,1,,Class Info
Accounting,ACCT 2102 (801),Managerial Accounting,3,TTh 13:40-15:10,"Sigaty, D.",40814,,2,,Class Info
Advertising,ADV 0853 (801),Advertising and Globalization,3,TTh 15:50-17:20,"Foster, J.",40955,GG,,,Class Info
American Studies,AMST 0862 (801),First Person America,3,TTh 12:00-13:30,"Clark, W.",40921,GU,,,Class Info
Anthropology,ANTH 0817 (801),Youth Cultures,3,MWF 16:50-17:50,"Horiguchi, S.",40926,GB,1021,,Class Info
Anthropology,ANTH 2238 (801),The Visual Anthropology of Modern Japan,3,MWF 15:20-16:40,"Horiguchi, S.",40927,,238,CL: ASST 2238 (801). Notes: Extended class (screening) time is required.,Class Info
Anthropology,ANTH 2373 (801),Japanese Culture,3,TTh 8:40-10:10,"Mock, J.",40914,,253,CL: ASST 2373 (801).,Class Info
Architecture,ARCH 3233 (801),Architectural Design Studio in Tokyo,6,TTh 13:40-18:40,"Lambiasi, J.",40766,,,"CR: Architecture 3242 and enrollment in the Main Campus Study Abroad Architecture in Tokyo Program. Notes: An extra media fee of 27,000 yen is required.",Class Info
Architecture,ARCH 3242 (801),Architecture and Urbanism in Japan,3,TTh 12:00-13:30,"MacDonald, D.",40759,,,"CR: Architecture 3233 and enrollment in the Main Campus Study Abroad Architecture in Tokyo Program. Notes: An extra media fee of 13,500 yen is required.",Class Info
Art,ARTU 1101 (801),Painting for Non-Majors,3,MW 8:50-11:20,"Sakurai, K.",41002,,C079,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1101 (802),Painting for Non-Majors,3,TTh 9:20-11:50,"Sakurai, K.",41004,,C079,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1201 (801),3-D Design,3,MW 16:50-19:20,"Hishiyama, Y.",41006,,C089,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1201 (802),3-D Design,3,TTh 15:50-18:20,"Kirkham, J.",41007,,C089,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1401 (801),Drawing I,3,MW 8:50-11:20,"Hishiyama, Y.",41008,,C069,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1401 (802),Drawing I,3,MW 11:30-14:00,"Wilds, K.",41010,,C069,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1401 (803),Drawing I,3,TTh 13:10-15:40,"Hishiyama, Y.",41012,,C069,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1402 (801),Drawing II,3,MW 8:50-11:20,"Hishiyama, Y.",41009,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1402 (802),Drawing II,3,MW 11:30-14:00,"Wilds, K.",41011,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1402 (803),Drawing II,3,TTh 13:10-15:40,"Hishiyama, Y.",41013,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 1501 (801),2D Design: Design,3,TTh 13:10-15:40,"Kubota, T.",41014,,C059,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2102 (801),Painting,3,MW 8:50-11:20,"Sakurai, K.",41003,,118,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2102 (802),Painting,3,TTh 9:20-11:50,"Sakurai, K.",41005,,118,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2202 (801),Intermediate 3-D,3,MW 14:10-16:40,"Hishiyama, Y.",41015,,122,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2202 (802),Intermediate 3-D,3,TTh 13:10-15:40,"Kirkham, J.",41018,,122,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2301 (801),Relief Printmaking,3,MW 11:30-14:00,"Rouse, L.",41021,,131,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2302 (801),Intermediate Printmaking: Relief,3,MW 16:50-19:20,"Rouse, L.",41022,,231,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2351 (801),"Artist Books, Zines and Independent Publishing",3,TTh 9:20-11:50,"Wilds, K.",41025,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2400 (801),Special Topics: Design: Chance Processes,3,TTh 13:10-15:40,"Sonderegger, A.",42644,,,"Notes: An extra media fee of 17,600 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2402 (801),Intermediate Drawing,3,TTh 9:20-11:50,"Kirkham, J.",41035,,140,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2402 (802),Intermediate Drawing,3,TTh 15:50-18:20,"Kubota, T.",41038,,140,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2601 (802),Computer Imaging,3,TTh 9:20-11:50,"Kubota, T.",41027,,160,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2602 (801),Intermediate Computer Imaging,3,MW 14:10-16:40,"Lynam, I.",41031,,161,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2605 (801),Internet Imaging,3,TTh 15:50-18:20,"Watanabe, S.",41032,,165,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2811 (801),Art Photography: Digital,3,MW 16:50-19:20,"Tsai, P.",41030,,188,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2811 (802),Art Photography: Digital,3,TTh 9:20-11:50,"Watanabe, S.",41046,,188,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2811 (803),Art Photography: Digital,3,TTh 13:10-15:40,"Watanabe, S.",41050,,188,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2812 (801),Intermediate Art Photography: Digital,3,MW 11:30-14:00,"Tsai, P.",41043,,189,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2812 (802),Intermediate Art Photography: Digital,3,TTh 9:20-11:50,"Watanabe, S.",41047,,189,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2812 (803),Intermediate Art Photography: Digital,3,TTh 13:10-15:40,"Watanabe, S.",41051,,189,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 2835 (801),Art Photography: Moving Image,3,MW 8:50-11:20,"Lynam, I.",41029,,190,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3103 (801),Advanced Painting,3,MW 11:30-14:00,"Sakurai, K.",41054,,119,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3203 (801),Advanced 3-D,3,MW 14:10-16:40,"Hishiyama, Y.",41016,,325,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3203 (802),Advanced 3-D,3,TTh 13:10-15:40,"Kirkham, J.",41019,,325,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3303 (801),Advanced Printmaking,3,MW 16:50-19:20,"Rouse, L.",41023,,321,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3403 (801),Advanced Drawing,3,TTh 9:20-11:50,"Kirkham, J.",41036,,143,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3403 (802),Advanced Drawing,3,TTh 15:50-18:20,"Kubota, T.",41039,,143,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3603 (801),Advanced Computer Imaging,3,MW 16:50-19:20,"Lynam, I.",41041,,362,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3813 (801),Advanced Art Photography: Digital,3,MW 11:30-14:00,"Tsai, P.",41044,,390,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3813 (802),Advanced Art Photography: Digital,3,TTh 9:20-11:50,"Watanabe, S.",41048,,390,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 3813 (803),Advanced Art Photography: Digital,3,TTh 13:10-15:40,"Watanabe, S.",41052,,390,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4148 (801),Painting Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41056,,3104,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4149 (801),Painting Portfolio,3,MW 11:30-14:00,"Sakurai, K.",41055,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4149 (802),Painting Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41057,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4248 (801),3-D Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41058,,3204,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4249 (801),3-D Portfolio,3,MW 14:10-16:40,"Hishiyama, Y.",41017,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4249 (802),3-D Portfolio,3,TTh 13:10-15:40,"Kirkham, J.",41020,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4249 (803),3-D Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41059,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4348 (801),Printmaking Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41060,,323,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4349 (801),Printmaking Portfolio,3,MW 16:50-19:20,"Rouse, L.",41024,,324,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4349 (802),Printmaking Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41061,,324,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4448 (801),Drawing Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41062,,4405,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4449 (801),Drawing Portfolio,3,TTh 9:20-11:50,"Kirkham, J.",41037,,4406,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4449 (802),Drawing Portfolio,3,TTh 15:50-18:20,"Kubota, T.",41040,,4406,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4449 (803),Drawing Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41063,,4406,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4648 (801),Computer Imaging Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41064,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4649 (801),Computer Imaging Portfolio,3,MW 16:50-19:20,"Lynam, I.",41042,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4649 (802),Computer Imaging Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41065,,,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4796 (801),Art Seminar,3,MW 8:50-11:20,"Watanabe, S. & Kubota, T.",41028,WI,W192,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class. Permission of major coordinator also required.",Class Info
Art,ARTU 4848 (801),Art Photography Workshop,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41066,,381,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4849 (801),Art Photography Portfolio,3,MW 11:30-14:00,"Tsai, P.",41045,,382,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4849 (802),Art Photography Portfolio,3,TTh 9:20-11:50,"Watanabe, S.",41049,,382,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4849 (803),Art Photography Portfolio,3,TTh 13:10-15:40,"Watanabe, S.",41053,,382,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art,ARTU 4849 (804),Art Photography Portfolio,3,MW 14:10-16:40,"Sakurai, K. & Rouse, L.",41067,,382,"Notes: An extra media fee of 18,000 yen is required. Extra studio time is mandatory in this class.",Class Info
Art History,ARTH 1155 (801),Arts of the World I: Prehistoric to 1300,3,TTh 10:20-11:50,"Tsuruya, M.",40755,,C055,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Art History,ARTH 2096 (801),Art History Writing Intensive: Eurasia: Connecting European and Asian Art and Culture,4,TTh 13:40-15:40,"Watanabe, S.",40757,WI,2296,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Art History,ARTH 2098 (801),Art History Writing Intensive: Feminist Art and Theory,4,MWF 10:00-11:20,"Nettleton, T.",40763,WI,,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Art History,ARTH 2660 (801),Topics in International Cinema: The Family in Japanese Film from Melodrama to Anime,4,MWF 12:40-14:00,"Nettleton, T.",40764,,,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Art History,ARTH 2800 (801),Topics in Non-Western Art: Japanese Art Before and After WWII: From Manga to Performance Art,4,TTh 17:30-19:30,"Watanabe, S.",40756,,,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Art History,ARTH 2815 (801),Pre-Modern Japanese Art up to the Edo Period,4,MWF 8:30-9:50,"Morais, L.",40760,,215,"CL: ASST 2815 (801). Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class. Prior to spring 2017, the course title was “Japanese Art”.",Class Info
Art History,ARTH 2816 (801),Art and the City: Tokyo in the 1960s and 1970s,4,MWF 15:20-16:40,"Nettleton, T.",40765,,,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class. Repeated course warning: formerly “Art Hist 2800 Topics in Non-Western Art: Art and the City: Tokyo in the 1960s and 1970s”. Credit will not be given for both courses..",Class Info
Art History,ARTH 2896 (801),Modern Japanese Art,4,TTh 13:40-15:40,"Tsuruya, M.",40762,WI,,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class. Prior to spring 2017, the course was “Art Hist 2098 Art History Writing Intensive: Modern Japanese Art “.",Class Info
Art History,ARTH 3302 (801),Women and Art,3,TTh 10:20-11:50,"MacDonald, D.",40758,,302,"Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Asian Studies,ASST 2012 (801),Modern and Contemporary Japanese Literature in Translation,3,TTh 12:00-13:30,"Nagai, M.",40533,,221,CL: JPNS 2012 (801). Notes: No knowledge of Japanese is required.,Class Info
Asian Studies,ASST 2015 (801),Tokyo in Literature and Film,3,TTh 10:20-11:50,"Nagai, M.",40531,,,CL: JPNS 2015 (801). Notes: No knowledge of Japanese is required.,Class Info
Asian Studies,ASST 2030 (801),"Special Topics I: Disaster Japan: Earthquake, Tsunami, Nuclear Crisis and the Politics of 3.11",3,TTh 15:50-17:20,"Cleveland, K.",40949,,,,Class Info
Asian Studies,ASST 2112 (801),Chinese Literature: From Classical to Contemporary,3,MWF 14:10-15:10,"Sun, S.",42435,,,CL: CHI 2112 (801).,Class Info
Asian Studies,ASST 2238 (801),The Visual Anthropology of Modern Japan,3,MWF 15:20-16:40,"Horiguchi, S.",40928,,338,CL: ANTH 2238 (801). Notes: Extended class (screening) time is required.,Class Info
Asian Studies,ASST 2373 (801),Japanese Culture,3,TTh 8:40-10:10,"Mock, J.",40915,,253,CL: ANTH 2373 (801).,Class Info
Asian Studies,ASST 2501 (801),Introduction to East Asia: China,3,MWF 14:10-15:10,"Cucek, M.",40916,,115,CL: HIST 2501 (801).,Class Info
Asian Studies,ASST 2502 (801),Introduction to East Asia: Japan,3,TTh 10:20-11:50,"Mock, J.",40918,,116,CL: HIST 2502 (801).,Class Info
Asian Studies,ASST 2511 (801),Introduction to Asian Business,3,TTh 10:20-11:50,"Ford, M.",40819,,104,,Class Info
Asian Studies,ASST 2815 (801),Japanese Art,4,MWF 8:30-9:50,"Morais, L.",40761,,270,"CL: ARTH 2815 (801). Notes: An extra media fee of 4,500 yen is required. Field trips are mandatory in this class.",Class Info
Asian Studies,ASST 3030 (801),Special Topics III: Japan's International Relations,3,TTh 17:30-19:00,"Brown, J.",40879,,,CL: POLS 3510 (801).,Class Info
Asian Studies,ASST 3076 (801),Metropolitan Tokyo,3,MWF 11:30-12:30,"Williams, M.",42416,,230,,Class Info
Asian Studies,ASST 3247 (801),Ideology and Social Change in Japan,3,TTh 17:30-19:00,"Cleveland, K.",40951,,223,CL: SOC 3247 (801).,Class Info
Asian Studies,ASST 3252 (801),East Asia and the United States,3,MWF 12:40-13:40,"Cucek, M.",40890,,241,CL: POLS 3252 (801).,Class Info
Asian Studies,ASST 3301 (801),Japanese Religions,3,TTh 15:50-17:20,"Valerio, A.",40994,,,CL: REL 3301 (801).,Class Info
Asian Studies,ASST 3542 (801),Women and Society in Japan,3,TTh 12:00-13:30,"Htun, T.",40944,,315,CL: GSWS 3542 (801).,Class Info
Asian Studies,ASST 3696 (801),Asian Women in Transition,3,TTh 13:40-15:10,"Htun, T.",40946,WI,W317,CL: HIST 3696 (801) & GSWS 4696 (801).,Class Info
Asian Studies,ASST 3696 (802),Asian Women in Transition,3,TTh 15:50-17:20,"Htun, T.",42641,WI,W317,CL: HIST 3696 (802) & GSWS 4696 (802).,Class Info
Asian Studies,ASST 4096 (801),"Writing Seminar in Asian Studies: Self, Culture, and Illness in Japan",3,MWF 14:10-15:10,"Horiguchi, S.",40925,WI,W300,,Class Info
Asian Studies,ASST 4096 (802),Writing Seminar in Asian Studies: Environmental History of Modern East Asia,3,TTh 17:30-19:00,"Tyner, C.",42810,WI,,,Class Info
Biology,BIOL 0848 (801),DNA: Friend or Foe,3,TTh 17:30-19:00,"Cueno, M.",40901,GS,,,Class Info
Biology,BIOL 1001 (801),Human Biology,4,MWF 18:00-19:20,"Cueno, M.",40902,,C071,,Class Info
Chinese,CHI 1002 (801),Chinese Elements II,4,MWF 10:00-11:20,"Sun, S.",40624,,C067,,Class Info
Chinese,CHI 2002 (801),Chinese Intermediate II,3,MWF 11:30-12:30,"Sun, S.",40625,,167,,Class Info
Chinese,CHI 2112 (801),Chinese Literature: From Classical to Contemporary,3,MWF 14:10-15:10,"Sun, S.",42436,,,CL: ASST 2112 (801).,Class Info
Communication and Social Influence,CSI 1111 (801),Introduction to Public Speaking,3,TTh 17:30-19:00,"Parham, C.",40631,,,"Notes: An extra media fee of 4,500 yen is required. Students cannot receive credit for this course if they have successfully completed STRC 1111, STRC 1911 or CSI 1911.",Class Info
Communication and Social Influence,CSI 3601 (801),Misperceptions and Misinformation,3,TTh 10:20-11:50,"Rosenkjar, P.",40656,,,"Notes: An extra media fee of 4,500 yen is required. Formerly STRC 3336 Argumentation. Credit will not be given for both STRC 3336 and CSI 3601.",Class Info
Computer and Information Sciences,CIS 1051 (801),Introduction to Problem Solving and Programming in Python,4,MWF 15:20-16:40,"Karam, H.",40789,,,Notes: Schedule includes a laboratory component.,Class Info
Computer and Information Sciences,CIS 1057 (801),Computer Programming in C,4,MWF 10:00-11:20,"Karam, H.",40788,,,Notes: Schedule includes a laboratory component.,Class Info
Computer and Information Sciences,CIS 1068 (801),Program Design and Abstraction,4,MWF 12:40-14:00,"Karam, H.",40787,,,Notes: Schedule includes a laboratory component.,Class Info
Computer and Information Sciences,CIS 1166 (801),Mathematical Concepts in Computing I,4,TTh 13:40-15:40,"Tserolas, V.",40791,,,,Class Info
Computer and Information Sciences,CIS 2109 (801),Database Management Systems,4,MWF 8:30-9:50,"Karam, H.",40790,,,Notes: Schedule includes a laboratory component.,Class Info
Dance,DANC 1807 (801),Hatha Yoga I,2,MW 16:50-17:50,"Myers, F.",40958,,58,,Class Info
Economics,ECON 0858 (801),The American Economy,3,TTh 13:40-15:10,"Ofori, S.",40783,GU,,,Class Info
Economics,ECON 1101 (801),Macroeconomic Principles,3,TTh 17:30-19:00,"Mino Avila, S.",40842,,C051,,Class Info
Economics,ECON 1101 (802),Macroeconomic Principles,3,MWF 12:40-13:40,"Tanaka, M.",40843,,C051,,Class Info
Economics,ECON 1102 (801),Microeconomic Principles,3,TTh 15:50-17:20,"Iniguez, A.",40840,,C052,,Class Info
Economics,ECON 1102 (802),Microeconomic Principles,3,MWF 10:00-11:00,"Kahy, H.",40841,,C052,,Class Info
Economics,ECON 3408 (801),Economics for Life,3,TTh 8:40-10:10,"Ofori, S.",40869,,,,Class Info
Economics,ECON 3501 (801),Intermediate Microeconomic Analysis,3,MWF 12:40-13:40,"Kahy, H.",40874,,201,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3502 (801),Intermediate Macroeconomic Analysis,3,MWF 8:50-9:50,"Kahy, H.",40868,,202,Notes: Permission of major coordinator also required.,Class Info
Economics,ECON 3503 (801),Introduction to Econometrics,3,MWF 15:20-16:20,"Tanaka, M.",41723,,241,,Class Info
Economics,ECON 3504 (801),Mathematical Economics,3,TTh 17:30-19:00,"Tserolas, V.",40875,,240,,Class Info
Economics,ECON 3538 (801),Managerial Economics,3,MWF 16:50-17:50,"Bedard, B.",40876,,287,,Class Info
Economics,ECON 3544 (801),Computer Based Modeling,3,TTh 12:00-13:30,"Tserolas, V.",42699,,,,Class Info
Economics,ECON 3563 (801),International Trade,3,TTh 13:40-15:10,"Iniguez, A.",40877,,250,,Class Info
Economics,ECON 3564 (801),International Monetary Economics,3,MWF 10:00-11:00,"Tanaka, M.",41722,,251,,Class Info
Economics,ECON 3571 (801),Money and Banking,3,TTh 10:20-11:50,"Ofori, S.",40878,,,,Class Info
Economics,ECON 3598 (801),Economics Writing Seminar,3,MWF 14:10-15:10,"Kahy, H.",40785,WI,W302,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3696 (801),Behavioral Economics,3,T 17:30-20:30,"Bedard, B.",40784,WI,,Notes: Permission of major coordinator required.,Class Info
Economics,ECON 3697 (801),The Economics of Sports,3,Th 17:30-20:30,"Kobayashi, I.",40786,WI,,Notes: Students who have earned credit in Economics 3541 will not receive additional credits. Permission of major coordinator required.,Class Info
English,ENG 0701 (801),Introduction to Academic Discourse,4,TTh 13:40-15:40,"Chozick, M.",40589,,40,,Class Info
English,ENG 0711 (801),Introduction to Academic Discourse ESL,4,MWF 10:00-11:20,"Northey, J.",40535,,41,,Class Info
English,ENG 0711 (802),Introduction to Academic Discourse ESL,4,MWF 10:00-11:20,"Keefe, K.",40536,,41,,Class Info
English,ENG 0711 (803),Introduction to Academic Discourse ESL,4,TTh 17:30-19:30,"Brown, A.",40537,,41,,Class Info
English,ENG 0802 (801),Analytical Reading and Writing,4,MWF 10:00-11:20,"Ahn, S.",40585,GW,1002,,Class Info
English,ENG 0802 (802),Analytical Reading and Writing,4,TTh 17:30-19:30,"Chozick, M.",40586,GW,1002,,Class Info
English,ENG 0802 (803),Analytical Reading and Writing,4,TTh 8:10-10:10,"Arnold, S.",40587,GW,1002,,Class Info
English,ENG 0802 (804),Analytical Reading and Writing,4,TTh 13:40-15:40,"Arnold, S.",40588,GW,1002,,Class Info
English,ENG 0802 (805),Analytical Reading and Writing,4,MWF 18:00-19:20,"Chambers, J.",42915,GW,1002,,Class Info
English,ENG 0812 (801),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Ahn, S.",40538,GW,1012,,Class Info
English,ENG 0812 (802),Analytical Reading and Writing: ESL,4,MWF 8:30-9:50,"Derr, J.",40539,GW,1012,,Class Info
English,ENG 0812 (803),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Chambers, J.",40540,GW,1012,,Class Info
English,ENG 0812 (804),Analytical Reading and Writing: ESL,4,MWF 15:20-16:40,"Chambers, J.",40541,GW,1012,,Class Info
English,ENG 0812 (805),Analytical Reading and Writing: ESL,4,MWF 12:40-14:00,"Keefe, K.",40542,GW,1012,,Class Info
English,ENG 0812 (806),Analytical Reading and Writing: ESL,4,MWF 15:20-16:40,"Keefe, K.",40543,GW,1012,,Class Info
English,ENG 0812 (807),Analytical Reading and Writing: ESL,4,TTh 13:40-15:40,"Mian, S.",40971,GW,1012,,Class Info
